,frontalpole-lh,frontalpole-rh,insula-lh,medialorbitofrontal-lh,rostralanteriorcingulate-lh,temporalpole-lh,temporalpole-rh,transversetemporal-lh
frontalpole-lh,0.6834319526627219,0.09763313609467456,0.0,0.20710059171597633,0.011834319526627219,0.0,0.0,0.0
frontalpole-rh,0.08020050125313283,0.7794486215538847,0.002506265664160401,0.07518796992481203,0.010025062656641603,0.02756892230576441,0.02506265664160401,0.0
insula-lh,0.0,0.0057306590257879654,0.6275071633237822,0.034383954154727794,0.04871060171919771,0.10028653295128939,0.008595988538681949,0.17478510028653296
medialorbitofrontal-lh,0.12704174228675136,0.041742286751361164,0.014519056261343012,0.6025408348457351,0.10707803992740472,0.034482758620689655,0.06896551724137931,0.003629764065335753
rostralanteriorcingulate-lh,0.006349206349206349,0.015873015873015872,0.0380952380952381,0.17777777777777778,0.6349206349206349,0.04126984126984127,0.07936507936507936,0.006349206349206349
temporalpole-lh,0.0,0.029213483146067417,0.10786516853932585,0.033707865168539325,0.029213483146067417,0.7191011235955056,0.029213483146067417,0.051685393258426963
temporalpole-rh,0.0,0.028070175438596492,0.017543859649122806,0.14736842105263157,0.05964912280701754,0.056140350877192984,0.6070175438596491,0.08421052631578947
transversetemporal-lh,0.0,0.0,0.16279069767441862,0.009966777408637873,0.013289036544850499,0.11627906976744186,0.07973421926910298,0.6179401993355482
