,Fp1,Fz,F3,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.17349397590361446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06265060240963856,0.05421686746987952,0.0,0.13012048192771083,0.0,0.0,0.0,0.0,0.0,0.010843373493975903,0.0,0.0,0.16987951807228915,0.0,0.0,0.0,0.03975903614457831,0.0,0.0,0.0,0.0,0.05542168674698795,0.07228915662650602,0.0,0.0963855421686747,0.0,0.0,0.0,0.0,0.1216867469879518,0.0,0.0,0.0,0.0,0.0,0.01325301204819277,0.0,0.0,0.0,0.0,0.0,0.0
Fz,0.0,0.11507936507936507,0.0,0.0,0.0,0.0,0.0,0.0,0.1164021164021164,0.0,0.0,0.0,0.0,0.0,0.06613756613756613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03439153439153439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1164021164021164,0.0,0.0,0.0,0.0,0.0,0.1164021164021164,0.0,0.0,0.0,0.11243386243386243,0.0,0.0,0.11507936507936507,0.0,0.1164021164021164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09126984126984126
F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.12186261558784676,0.0,0.01915455746367239,0.04260237780713342,0.026420079260237782,0.0,0.0,0.03302509907529723,0.06406869220607662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08058124174372523,0.0,0.019815059445178335,0.003632760898282695,0.016512549537648614,0.0,0.0,0.0,0.01618229854689564,0.0,0.0,0.0,0.0,0.0,0.0,0.04557463672391017,0.016842800528401584,0.0,0.024108322324966975,0.0,0.0,0.0,0.0,0.0,0.0,0.004623513870541612,0.010568031704095112,0.02344782034346103,0.0,0.0178335535006605,0.0,0.0006605019815059445,0.0,0.0,0.025759577278731835,0.0,0.08388375165125496,0.031373844121532365,0.06109643328929987,0.0643989431968296,0.0,0.045904887714663146,0.06571994715984147,0.034346103038309116
FC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC1,0.0,0.0,0.0,0.02737226277372263,0.0,0.05200729927007299,0.052463503649635035,0.052463503649635035,0.0,0.0,0.052463503649635035,0.03604014598540146,0.0,0.0,0.0,0.0,0.0,0.0,0.0013686131386861315,0.009124087591240875,0.018704379562043797,0.052463503649635035,0.030565693430656935,0.048357664233576646,0.018704379562043797,0.0,0.0,0.047901459854014596,0.0,0.0,0.0,0.0,0.0,0.0,0.052463503649635035,0.0,0.0,0.052463503649635035,0.0,0.0,0.0,0.023266423357664233,0.0,0.01824817518248175,0.0,0.040145985401459854,0.052463503649635035,0.0,0.0,0.02052919708029197,0.02645985401459854,0.0,0.0,0.0,0.0,0.027828467153284672,0.052463503649635035,0.019616788321167884,0.002281021897810219,0.006843065693430657,0.052463503649635035,0.052463503649635035,0.0
C3,0.0,0.0,0.0,0.01729293979976596,0.0,0.014952541932128461,0.09062540631907424,0.05031855415420621,0.0,0.0,0.051748797295540244,0.03588610063710831,0.0,0.0,0.0,0.0,0.0,0.0,0.007151215706670134,0.01196203354570277,0.012092055649460408,0.04563775841893122,0.025744376544012484,0.027954752307892343,0.02483422181770901,0.0,0.0,0.03458587959953192,0.0,0.0,0.0,0.0,0.0,0.0,0.04901833311662983,0.0036406189052138865,0.0,0.055779482512027044,0.0,0.0,0.0,0.029775061760499284,0.0,0.035366012222077754,0.0,0.03445585749577428,0.050578598361721495,0.0,0.0,0.012612144064490963,0.02457417761019373,0.0,0.0,0.0,0.0,0.030165128071772202,0.05317904043687427,0.05187881939929788,0.01196203354570277,0.02392406709140554,0.04004680795735275,0.040306852164868026,0.001950331556364582
T7,0.0,0.0,0.0,0.013164231818911543,0.0,0.01846203242896131,0.06180767378391395,0.06277091025846845,0.0,0.0,0.05811526729812169,0.033392197784556106,0.0,0.0,0.0,0.0,0.0,0.0,0.008348049446139027,0.006742655321881522,0.014448547118317548,0.050409375501685665,0.029057633649060846,0.03451597367153636,0.027933857762080593,0.0,0.0,0.03997431369401188,0.0,0.0,0.0,0.0,0.0,0.0,0.04960667843955691,0.0,0.0,0.057633649060844436,0.0,0.0,0.0,0.03403435543425911,0.0,0.03066302777331835,0.0,0.03981377428158613,0.05249638786322042,0.0,0.0,0.01509070476802055,0.02761277893722909,0.0,0.0,0.0,0.0,0.026328463637823086,0.05795472788569594,0.03644244662064537,0.004334564135495264,0.02729170011237759,0.04270348370524964,0.038850537807031627,0.0
TP9,0.0,0.03383314109957709,0.0,0.0,0.0,0.0,0.0,0.0,0.1768550557477893,0.0,0.0,0.0,0.0,0.0,0.059592464436755095,0.0,0.0,0.0,0.0,0.01845444059976932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09573241061130335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1376393694732795,0.0,0.0,0.0,0.0,0.0,0.09996155324875049,0.0,0.0,0.0,0.08304498269896193,0.0,0.0,0.10957324106113034,0.0,0.12033833141099577,0.0,0.010380622837370242,0.0,0.0,0.0,0.0,0.0,0.0,0.05459438677431757
CP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
