,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,inferiortemporal-lh,medialorbitofrontal-lh,middletemporal-lh,parahippocampal-lh,parahippocampal-rh,rostralanteriorcingulate-lh
caudalanteriorcingulate-lh,0.24324324324324326,0.2702702702702703,0.0,0.21621621621621623,0.0,0.0,0.0,0.2702702702702703
caudalanteriorcingulate-rh,0.23684210526315788,0.2631578947368421,0.0,0.21052631578947367,0.0,0.0,0.0,0.2894736842105263
inferiortemporal-lh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
medialorbitofrontal-lh,0.23333333333333334,0.26666666666666666,0.0,0.23333333333333334,0.0,0.0,0.0,0.26666666666666666
middletemporal-lh,0.0,0.0,0.0,0.0,0.7222222222222222,0.2777777777777778,0.0,0.0
parahippocampal-lh,0.0,0.0,0.0,0.0,0.45,0.55,0.0,0.0
parahippocampal-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
rostralanteriorcingulate-lh,0.23529411764705882,0.2647058823529412,0.0,0.20588235294117646,0.0,0.0,0.0,0.29411764705882354
