,frontalpole-rh,medialorbitofrontal-lh,paracentral-lh,parahippocampal-lh,pericalcarine-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
frontalpole-rh,0.5201793721973094,0.11061285500747384,0.0171898355754858,0.0,0.03811659192825112,0.21150971599402094,0.09715994020926756,0.00523168908819133
medialorbitofrontal-lh,0.16034669555796316,0.5568797399783315,0.04983748645720477,0.0,0.05850487540628386,0.13867822318526543,0.0,0.035752979414951244
paracentral-lh,0.03609022556390978,0.06616541353383458,0.8601503759398497,0.0,0.0,0.004511278195488722,0.03308270676691729,0.0
parahippocampal-lh,0.0,0.0,0.0,0.6618357487922706,0.06666666666666667,0.11497584541062802,0.0821256038647343,0.07439613526570048
pericalcarine-lh,0.0451063829787234,0.0425531914893617,0.0,0.05872340425531915,0.5880851063829787,0.08170212765957446,0.1302127659574468,0.05361702127659575
rostralanteriorcingulate-lh,0.18479685452162517,0.08519003931847968,0.000655307994757536,0.07732634338138926,0.061598951507208385,0.4836173001310616,0.10681520314547838,0.0
rostralanteriorcingulate-rh,0.11408815903197926,0.0,0.01728608470181504,0.07865168539325842,0.13050993949870354,0.1547104580812446,0.5047536732929991,0.0
temporalpole-rh,0.005688282138794084,0.03754266211604096,0.0,0.08304891922639362,0.06939704209328783,0.0,0.0,0.8043230944254836
