,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,medialorbitofrontal-rh,paracentral-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,superiorparietal-lh
frontalpole-lh,0.19161676646706588,0.1347305389221557,0.10479041916167664,0.11377245508982035,0.11377245508982035,0.11377245508982035,0.11377245508982035,0.11377245508982035
frontalpole-rh,0.048884165781083955,0.19872476089266738,0.1689691817215728,0.10520722635494155,0.11689691817215728,0.15727948990435706,0.04144527098831031,0.16259298618490967
isthmuscingulate-rh,0.03089887640449438,0.14887640449438203,0.2153558052434457,0.09550561797752809,0.1348314606741573,0.15823970037453183,0.03277153558052434,0.18352059925093633
medialorbitofrontal-rh,0.05114401076716016,0.1386271870794078,0.1426648721399731,0.15612382234185734,0.13728129205921938,0.15881561238223418,0.06056527590847914,0.15477792732166892
paracentral-lh,0.03667953667953668,0.11196911196911197,0.14478764478764478,0.10038610038610038,0.21525096525096524,0.1525096525096525,0.05308880308880309,0.18532818532818532
rostralanteriorcingulate-lh,0.03608736942070275,0.144349477682811,0.16429249762583095,0.11016144349477683,0.144349477682811,0.18043684710351376,0.04178537511870845,0.1785375118708452
rostralanteriorcingulate-rh,0.10410958904109589,0.11232876712328767,0.10136986301369863,0.12876712328767123,0.15616438356164383,0.12602739726027398,0.15342465753424658,0.1178082191780822
superiorparietal-lh,0.03270223752151463,0.1351118760757315,0.1721170395869191,0.0972461273666093,0.16006884681583478,0.16179001721170397,0.035283993115318414,0.20567986230636834
