,entorhinal-lh,frontalpole-lh,frontalpole-rh,insula-lh,lateraloccipital-rh,medialorbitofrontal-lh,paracentral-rh,rostralmiddlefrontal-lh
entorhinal-lh,0.9444444444444444,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0
frontalpole-lh,0.0,0.2,0.0,0.14666666666666667,0.08,0.2,0.17333333333333334,0.2
frontalpole-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
insula-lh,0.0,0.1780821917808219,0.0,0.1643835616438356,0.1095890410958904,0.1780821917808219,0.1917808219178082,0.1780821917808219
lateraloccipital-rh,0.06557377049180328,0.13114754098360656,0.0,0.13114754098360656,0.2786885245901639,0.13114754098360656,0.13114754098360656,0.13114754098360656
medialorbitofrontal-lh,0.0,0.2,0.0,0.14285714285714285,0.08571428571428572,0.2,0.17142857142857143,0.2
paracentral-rh,0.0,0.18421052631578946,0.0,0.15789473684210525,0.10526315789473684,0.18421052631578946,0.18421052631578946,0.18421052631578946
rostralmiddlefrontal-lh,0.0,0.2,0.0,0.14285714285714285,0.08571428571428572,0.2,0.17142857142857143,0.2
