,caudalmiddlefrontal-lh,parsopercularis-lh,parstriangularis-rh,precentral-rh,superiorparietal-lh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-lh,0.1301775147928994,0.12130177514792899,0.1301775147928994,0.12130177514792899,0.11242603550295859,0.1242603550295858,0.1301775147928994,0.1301775147928994
parsopercularis-lh,0.12578616352201258,0.12578616352201258,0.12578616352201258,0.12578616352201258,0.11949685534591195,0.12578616352201258,0.12578616352201258,0.12578616352201258
parstriangularis-rh,0.13157894736842105,0.11988304093567251,0.13157894736842105,0.11988304093567251,0.1111111111111111,0.12280701754385964,0.13157894736842105,0.13157894736842105
precentral-rh,0.12578616352201258,0.12578616352201258,0.12578616352201258,0.12578616352201258,0.11949685534591195,0.12578616352201258,0.12578616352201258,0.12578616352201258
superiorparietal-lh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
superiortemporal-lh,0.12615384615384614,0.12615384615384614,0.12615384615384614,0.12615384615384614,0.11692307692307692,0.12615384615384614,0.12615384615384614,0.12615384615384614
superiortemporal-rh,0.13157894736842105,0.11988304093567251,0.13157894736842105,0.11988304093567251,0.1111111111111111,0.12280701754385964,0.13157894736842105,0.13157894736842105
supramarginal-rh,0.13157894736842105,0.11988304093567251,0.13157894736842105,0.11988304093567251,0.1111111111111111,0.12280701754385964,0.13157894736842105,0.13157894736842105
