,caudalmiddlefrontal-rh,parsopercularis-lh,precentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-rh,0.1450980392156863,0.023529411764705882,0.13725490196078433,0.1411764705882353,0.1411764705882353,0.13333333333333333,0.14901960784313725,0.12941176470588237
parsopercularis-lh,0.05063291139240506,0.569620253164557,0.0379746835443038,0.17721518987341772,0.02531645569620253,0.0379746835443038,0.0759493670886076,0.02531645569620253
precentral-rh,0.1450980392156863,0.0196078431372549,0.13725490196078433,0.1411764705882353,0.13725490196078433,0.13725490196078433,0.14901960784313725,0.13333333333333333
rostralmiddlefrontal-lh,0.13503649635036497,0.058394160583941604,0.12773722627737227,0.1678832116788321,0.13138686131386862,0.12408759124087591,0.13503649635036497,0.12043795620437957
rostralmiddlefrontal-rh,0.144,0.016,0.14,0.144,0.144,0.136,0.144,0.132
superiortemporal-lh,0.14285714285714285,0.01984126984126984,0.1388888888888889,0.1388888888888889,0.1349206349206349,0.14285714285714285,0.14682539682539683,0.1349206349206349
superiortemporal-rh,0.14122137404580154,0.030534351145038167,0.13358778625954199,0.13740458015267176,0.13740458015267176,0.13740458015267176,0.15267175572519084,0.1297709923664122
supramarginal-lh,0.14056224899598393,0.01606425702811245,0.14056224899598393,0.14056224899598393,0.13654618473895583,0.14457831325301204,0.14457831325301204,0.13654618473895583
