,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-lh,precentral-rh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.155,0.14,0.12,0.075,0.145,0.09,0.14,0.135
parsopercularis-lh,0.11707317073170732,0.33658536585365856,0.08292682926829269,0.03902439024390244,0.11219512195121951,0.05365853658536585,0.16097560975609757,0.0975609756097561
parstriangularis-rh,0.14285714285714285,0.11538461538461539,0.13186813186813187,0.08241758241758242,0.14285714285714285,0.0989010989010989,0.14285714285714285,0.14285714285714285
postcentral-lh,0.12686567164179105,0.08955223880597014,0.11940298507462686,0.1791044776119403,0.12686567164179105,0.1044776119402985,0.12686567164179105,0.12686567164179105
precentral-rh,0.145,0.135,0.12,0.075,0.15,0.09,0.15,0.135
rostralmiddlefrontal-rh,0.13333333333333333,0.1,0.13333333333333333,0.09333333333333334,0.13333333333333333,0.14,0.13333333333333333,0.13333333333333333
superiortemporal-lh,0.12844036697247707,0.1651376146788991,0.11009174311926606,0.06880733944954129,0.13761467889908258,0.08256880733944955,0.1834862385321101,0.12385321100917432
superiortemporal-rh,0.13043478260869565,0.11594202898550725,0.11594202898550725,0.07246376811594203,0.14009661835748793,0.08695652173913043,0.14009661835748793,0.19806763285024154
