,caudalmiddlefrontal-rh,parstriangularis-rh,precentral-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-lh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.234375,0.16015625,0.09765625,0.0625,0.1953125,0.0625,0.109375,0.078125
parstriangularis-rh,0.1471698113207547,0.32452830188679244,0.07924528301886792,0.1018867924528302,0.12452830188679245,0.06792452830188679,0.0830188679245283,0.07169811320754717
precentral-lh,0.07119741100323625,0.06796116504854369,0.2524271844660194,0.15857605177993528,0.05177993527508091,0.13268608414239483,0.18122977346278318,0.08414239482200647
rostralmiddlefrontal-lh,0.055944055944055944,0.10139860139860139,0.19230769230769232,0.25874125874125875,0.05244755244755245,0.12237762237762238,0.13286713286713286,0.08391608391608392
rostralmiddlefrontal-rh,0.20416666666666666,0.15416666666666667,0.075,0.06666666666666667,0.2708333333333333,0.05,0.0875,0.09166666666666666
superiorparietal-lh,0.06938775510204082,0.07755102040816327,0.17142857142857143,0.1346938775510204,0.053061224489795916,0.23265306122448978,0.1469387755102041,0.11428571428571428
superiortemporal-lh,0.0912280701754386,0.07719298245614035,0.18947368421052632,0.11929824561403508,0.07017543859649122,0.12280701754385964,0.22456140350877193,0.10526315789473684
superiortemporal-rh,0.08943089430894309,0.08536585365853659,0.11382113821138211,0.0975609756097561,0.10569105691056911,0.12195121951219512,0.13008130081300814,0.25609756097560976
