,Fp1,FT9,P8,F4,Fp2,AF7,F6,AF8
Fp1,0.4228187919463087,0.0,0.0,0.0,0.4161073825503356,0.1610738255033557,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.4217687074829932,0.0,0.0,0.0,0.41496598639455784,0.16326530612244897,0.0,0.0
AF7,0.3380281690140845,0.0,0.0,0.0,0.3380281690140845,0.323943661971831,0.0,0.0
F6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
