,Fp1,F3,F7,P8,TP10,F4,Fp2,C6
Fp1,0.4954954954954955,0.0,0.0,0.0,0.0,0.0,0.5045045045045045,0.0
F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.49122807017543857,0.0,0.0,0.0,0.0,0.0,0.5087719298245614,0.0
C6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
