,caudalanteriorcingulate-lh,frontalpole-lh,lateralorbitofrontal-lh,lateralorbitofrontal-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-rh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.5903128153380424,0.0,0.012108980827447022,0.1301715438950555,0.1301715438950555,0.13723511604439959,0.0,0.0
frontalpole-lh,0.0,0.4077586206896552,0.0,0.14310344827586208,0.08017241379310344,0.09310344827586207,0.0,0.27586206896551724
lateralorbitofrontal-lh,0.014358108108108109,0.0,0.5363175675675675,0.13935810810810811,0.16554054054054054,0.11993243243243243,0.024493243243243243,0.0
lateralorbitofrontal-rh,0.06276150627615062,0.07810320781032078,0.0701999070199907,0.28870292887029286,0.20502092050209206,0.20595072059507205,0.008833100883310088,0.0804277080427708
medialorbitofrontal-lh,0.06686188384577843,0.04538799414348463,0.08882381649585164,0.21766715470961445,0.2972181551976574,0.23182040019521719,0.009272816007808687,0.042947779404587605
medialorbitofrontal-rh,0.06797510770703687,0.053614169459071326,0.061273336524652944,0.20823360459550025,0.22403063666826234,0.29631402584968886,0.019147917663954045,0.06941120153183342
parahippocampal-rh,0.0,0.0,0.04,0.02620689655172414,0.02620689655172414,0.0496551724137931,0.8,0.057931034482758624
rostralanteriorcingulate-rh,0.0,0.2654516640253566,0.0,0.14025356576862125,0.07131537242472266,0.11014263074484945,0.03486529318541997,0.37797147385103014
