,entorhinal-rh,lateralorbitofrontal-rh,medialorbitofrontal-lh,middletemporal-rh,parahippocampal-lh,rostralanteriorcingulate-lh,temporalpole-lh,temporalpole-rh
entorhinal-rh,0.3802083333333333,0.13411458333333334,0.10416666666666667,0.16276041666666666,0.0,0.10546875,0.020833333333333332,0.09244791666666667
lateralorbitofrontal-rh,0.11703239289446186,0.28422152560083597,0.10240334378265413,0.16509926854754442,0.02089864158829676,0.1671891327063741,0.051201671891327065,0.09195402298850575
medialorbitofrontal-lh,0.09801488833746898,0.10669975186104218,0.3870967741935484,0.11662531017369727,0.0,0.11662531017369727,0.052109181141439205,0.1228287841191067
middletemporal-rh,0.12717948717948718,0.15794871794871795,0.10358974358974359,0.25435897435897437,0.011282051282051283,0.13641025641025642,0.05333333333333334,0.1558974358974359
parahippocampal-lh,0.0021413276231263384,0.05139186295503212,0.0021413276231263384,0.027837259100642397,0.734475374732334,0.06209850107066381,0.08137044967880086,0.03854389721627409
rostralanteriorcingulate-lh,0.09032943676939426,0.17215727948990436,0.11052072263549416,0.1339001062699256,0.028692879914984058,0.29436769394261425,0.05951115834218916,0.11052072263549416
temporalpole-lh,0.02269503546099291,0.06808510638297872,0.05390070921985816,0.07943262411347518,0.05106382978723404,0.075177304964539,0.5588652482269504,0.09078014184397164
temporalpole-rh,0.07878787878787878,0.10424242424242425,0.12121212121212122,0.17939393939393938,0.020606060606060607,0.1296969696969697,0.08242424242424243,0.28363636363636363
