,frontalpole-lh,frontalpole-rh,insula-rh,parahippocampal-lh,parsorbitalis-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh
frontalpole-lh,0.49516129032258066,0.035483870967741936,0.0,0.0,0.017741935483870968,0.19838709677419356,0.22741935483870968,0.025806451612903226
frontalpole-rh,0.03526448362720403,0.8463476070528967,0.037783375314861464,0.0,0.0,0.027707808564231738,0.0,0.05289672544080604
insula-rh,0.0,0.026476578411405296,0.6843177189409368,0.05091649694501019,0.13441955193482688,0.0,0.020366598778004074,0.0835030549898167
parahippocampal-lh,0.0,0.0,0.05675146771037182,0.8551859099804305,0.0547945205479452,0.0,0.0,0.033268101761252444
parsorbitalis-lh,0.027491408934707903,0.0,0.13402061855670103,0.037800687285223365,0.6958762886597938,0.010309278350515464,0.044673539518900345,0.04982817869415808
rostralanteriorcingulate-lh,0.21739130434782608,0.02508361204013378,0.0,0.0,0.006688963210702341,0.4397993311036789,0.2508361204013378,0.06020066889632107
rostralanteriorcingulate-rh,0.248,0.0016,0.016,0.0,0.0336,0.248,0.4224,0.0304
temporalpole-lh,0.0189328743545611,0.0378657487091222,0.0774526678141136,0.03270223752151463,0.04819277108433735,0.06196213425129088,0.029259896729776247,0.693631669535284
