,FC1,P7,O1,Oz,CP6,AF7,CPz,FT8
FC1,0.2635104957570344,0.20299240732469853,0.18401071907101385,0.0,0.04644930772666369,0.06409111210361769,0.11612326931665923,0.12282268870031264
P7,0.2173810645313236,0.2663683466792275,0.17498822421102214,0.007772020725388601,0.04828073480923222,0.047103155911446065,0.09821008007536505,0.13989637305699482
O1,0.20649651972157773,0.18355246197473576,0.2699149265274555,0.0020623872131992783,0.028100025779840165,0.04356792987883475,0.10775973188966229,0.1585460170146945
Oz,0.002369668246445498,0.04028436018957346,0.0071090047393364926,0.6433649289099526,0.11018957345971564,0.11492890995260663,0.023696682464454975,0.058056872037914695
CP6,0.11932129173508484,0.11658456486042693,0.06294471811713191,0.05090311986863711,0.36179529282977557,0.14504652435686918,0.08976464148877943,0.05363984674329502
AF7,0.12211221122112212,0.08415841584158416,0.07384488448844885,0.041254125412541254,0.10849834983498349,0.3952145214521452,0.14397689768976898,0.03094059405940594
CPz,0.17981398553220806,0.14123320702721323,0.1464002755769893,0.006200482259731312,0.054426455390974855,0.11849810540819841,0.281777471581123,0.07165001722356183
FT8,0.17472598323662153,0.18568665377176016,0.19600257898130238,0.01579626047711154,0.02933591231463572,0.02256608639587363,0.06802063185041908,0.30786589297227596
