,Fz,P7,P8,TP10,P5,PO8,P6,TP8
Fz,0.37037037037037035,0.0,0.2222222222222222,0.0,0.4074074074074074,0.0,0.0,0.0
P7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.35,0.0,0.3,0.0,0.35,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P5,0.23255813953488372,0.0,0.13953488372093023,0.0,0.627906976744186,0.0,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
