,Fz,P7,P8,TP10,P5,PO8,P6,TP8
Fz,0.3235294117647059,0.35294117647058826,0.3235294117647059,0.0,0.0,0.0,0.0,0.0
P7,0.1188118811881188,0.6534653465346535,0.1485148514851485,0.019801980198019802,0.0,0.019801980198019802,0.019801980198019802,0.019801980198019802
P8,0.1875,0.2708333333333333,0.4375,0.0,0.10416666666666667,0.0,0.0,0.0
TP10,0.0,0.06,0.0,0.2,0.12,0.22,0.2,0.2
P5,0.0,0.0,0.03260869565217391,0.08695652173913043,0.6195652173913043,0.08695652173913043,0.08695652173913043,0.08695652173913043
PO8,0.0,0.06,0.0,0.2,0.12,0.22,0.2,0.2
P6,0.0,0.06,0.0,0.2,0.12,0.22,0.2,0.2
TP8,0.0,0.06,0.0,0.2,0.12,0.22,0.2,0.2
