,F7,FT9,F4,AF7,AF3,CPz,AF8,F2
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.3829787234042553,0.39361702127659576,0.22340425531914893,0.0
CPz,0.0,0.0,0.0,0.0,0.3103448275862069,0.5086206896551724,0.1810344827586207,0.0
AF8,0.0,0.0,0.0,0.0,0.3387096774193548,0.3387096774193548,0.3225806451612903,0.0
F2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
