,parsopercularis-lh,parstriangularis-rh,postcentral-lh,postcentral-rh,rostralmiddlefrontal-lh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh
parsopercularis-lh,0.5714285714285714,0.0,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0
parstriangularis-rh,0.0,0.90625,0.0,0.0625,0.03125,0.0,0.0,0.0
postcentral-lh,0.0,0.0,0.7692307692307693,0.0,0.0,0.0,0.23076923076923078,0.0
postcentral-rh,0.12244897959183673,0.061224489795918366,0.0,0.5510204081632653,0.1836734693877551,0.08163265306122448,0.0,0.0
rostralmiddlefrontal-lh,0.24242424242424243,0.09090909090909091,0.0,0.24242424242424243,0.42424242424242425,0.0,0.0,0.0
superiorfrontal-rh,0.0,0.0,0.0,0.21428571428571427,0.0,0.7857142857142857,0.0,0.0
superiorparietal-lh,0.0,0.0,0.16,0.0,0.0,0.0,0.84,0.0
superiorparietal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
