,caudalmiddlefrontal-lh,postcentral-rh,superiorfrontal-lh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-lh,0.2518796992481203,0.20676691729323307,0.15413533834586465,0.0,0.06015037593984962,0.16917293233082706,0.0,0.15789473684210525
postcentral-rh,0.22529644268774704,0.233201581027668,0.1541501976284585,0.0,0.07114624505928854,0.15810276679841898,0.0,0.15810276679841898
superiorfrontal-lh,0.2019704433497537,0.19704433497536947,0.19704433497536947,0.0,0.0,0.2019704433497537,0.0,0.2019704433497537
superiorparietal-lh,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.3
superiorparietal-rh,0.35294117647058826,0.3137254901960784,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
superiortemporal-lh,0.2028301886792453,0.18867924528301888,0.19339622641509435,0.0,0.0,0.2169811320754717,0.0,0.19811320754716982
superiortemporal-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
supramarginal-lh,0.17372881355932204,0.1652542372881356,0.1652542372881356,0.038135593220338986,0.0,0.17796610169491525,0.0,0.2796610169491525
