,entorhinal-lh,frontalpole-lh,frontalpole-rh,insula-lh,lateralorbitofrontal-lh,medialorbitofrontal-lh,middletemporal-lh,parstriangularis-rh
entorhinal-lh,0.8421052631578947,0.0,0.15789473684210525,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.4782608695652174,0.17391304347826086,0.13043478260869565,0.1956521739130435,0.021739130434782608,0.0,0.0
frontalpole-rh,0.021739130434782608,0.1956521739130435,0.41304347826086957,0.1956521739130435,0.15217391304347827,0.021739130434782608,0.0,0.0
insula-lh,0.0,0.16666666666666666,0.26666666666666666,0.3,0.23333333333333334,0.03333333333333333,0.0,0.0
lateralorbitofrontal-lh,0.0,0.11320754716981132,0.1509433962264151,0.1509433962264151,0.4339622641509434,0.1509433962264151,0.0,0.0
medialorbitofrontal-lh,0.0,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.2,0.6285714285714286,0.0,0.0
middletemporal-lh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
parstriangularis-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
