,Fp1,F7,Pz,FT10,F8,Fp2,AF7,F5
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.8731501057082452,0.0,0.0,0.0,0.0,0.12684989429175475,0.0
Pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.1279317697228145,0.0,0.0,0.0,0.0,0.8720682302771855,0.0
F5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
