,Fp1,F7,Pz,FT10,F8,Fp2,AF7,F5
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.522697795071336,0.0,0.0,0.0,0.0,0.4773022049286641,0.0
Pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.4323040380047506,0.0,0.0,0.0,0.0,0.5676959619952494,0.0
F5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
