,Fp1,F7,FC5,F8,Fp2,AF7,AFz,FC4
Fp1,0.6197183098591549,0.0,0.0,0.38028169014084506,0.0,0.0,0.0,0.0
F7,0.0,0.4983221476510067,0.0,0.0,0.0,0.5016778523489933,0.0,0.0
FC5,0.0,0.0,0.8934426229508197,0.0,0.0,0.10655737704918032,0.0,0.0
F8,0.0693196405648267,0.0,0.0,0.883183568677792,0.0,0.0,0.04749679075738126,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.40625,0.020380434782608696,0.0,0.0,0.5733695652173914,0.0,0.0
AFz,0.0,0.0,0.0,0.4588235294117647,0.0,0.0,0.5411764705882353,0.0
FC4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
