,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,AF7,AF3,AFz,F1,FT7,FC3,C1,C5,TP7,CP3,P1,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.05565217391304348,0.034782608695652174,0.05217391304347826,0.05565217391304348,0.057391304347826085,0.0,0.0,0.0,0.057391304347826085,0.0,0.0,0.0,0.01565217391304348,0.0,0.006956521739130435,0.0,0.0,0.0,0.0,0.01391304347826087,0.0034782608695652175,0.04695652173913043,0.034782608695652174,0.0,0.0034782608695652175,0.05217391304347826,0.0,0.050434782608695654,0.0017391304347826088,0.0034782608695652175,0.0,0.01565217391304348,0.03130434782608696,0.0,0.0034782608695652175,0.0,0.057391304347826085,0.04869565217391304,0.057391304347826085,0.006956521739130435,0.05391304347826087,0.0,0.0,0.0,0.029565217391304348,0.036521739130434785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034782608695652175,0.050434782608695654,0.0052173913043478265,0.04,0.0052173913043478265,0.0,0.008695652173913044,0.0
Fz,0.029616724738675958,0.047038327526132406,0.050522648083623695,0.047038327526132406,0.04529616724738676,0.003484320557491289,0.0,0.0,0.04529616724738676,0.0,0.0,0.0,0.029616724738675958,0.010452961672473868,0.006968641114982578,0.0,0.005226480836236934,0.006968641114982578,0.0,0.027874564459930314,0.017421602787456445,0.020905923344947737,0.050522648083623695,0.0017421602787456446,0.0,0.03484320557491289,0.005226480836236934,0.050522648083623695,0.0,0.0,0.0,0.029616724738675958,0.008710801393728223,0.0,0.0,0.003484320557491289,0.04529616724738676,0.050522648083623695,0.04529616724738676,0.020905923344947737,0.04529616724738676,0.0,0.008710801393728223,0.0,0.008710801393728223,0.050522648083623695,0.005226480836236934,0.0,0.0,0.0,0.0,0.010452961672473868,0.0,0.017421602787456445,0.050522648083623695,0.0,0.050522648083623695,0.0,0.0,0.008710801393728223,0.003484320557491289
F3,0.02530459231490159,0.026241799437675725,0.06841611996251172,0.06560449859418932,0.06279287722586692,0.0028116213683223993,0.0,0.0009372071227741331,0.06279287722586692,0.0,0.0,0.0,0.016869728209934397,0.006560449859418931,0.0037488284910965324,0.0,0.0037488284910965324,0.004686035613870665,0.0,0.015932521087160263,0.010309278350515464,0.020618556701030927,0.038425492033739454,0.0018744142455482662,0.0,0.028116213683223992,0.0037488284910965324,0.07029053420805999,0.0,0.0,0.0,0.016869728209934397,0.01218369259606373,0.0009372071227741331,0.0,0.0028116213683223993,0.061855670103092786,0.05060918462980318,0.06279287722586692,0.01218369259606373,0.041237113402061855,0.0,0.005623242736644799,0.0,0.011246485473289597,0.04029990627928772,0.0037488284910965324,0.0,0.0,0.0,0.0,0.006560449859418931,0.0,0.010309278350515464,0.07122774133083412,0.0,0.04217432052483599,0.0,0.0,0.004686035613870665,0.0028116213683223993
F7,0.027384324834749764,0.02644003777148253,0.06987724268177525,0.07176581680830972,0.06893295561850803,0.0009442870632672333,0.0,0.0,0.06893295561850803,0.0,0.0,0.0,0.015108593012275733,0.004721435316336166,0.003777148253068933,0.0,0.0018885741265344666,0.0028328611898017,0.0,0.014164305949008499,0.0084985835694051,0.0226628895184136,0.036827195467422094,0.0,0.0,0.02927289896128423,0.0018885741265344666,0.0679886685552408,0.0,0.0,0.0,0.015108593012275733,0.014164305949008499,0.0,0.0,0.0009442870632672333,0.0679886685552408,0.049102927289896126,0.06893295561850803,0.010387157695939566,0.04343720491029273,0.0,0.003777148253068933,0.0,0.013220018885741265,0.03871576959395656,0.0018885741265344666,0.0,0.0,0.0,0.0,0.004721435316336166,0.0,0.0084985835694051,0.06893295561850803,0.0,0.04060434372049103,0.0,0.0,0.004721435316336166,0.0009442870632672333
FT9,0.02881844380403458,0.025936599423631124,0.069164265129683,0.07396733909702209,0.07108549471661864,0.0,0.0,0.0,0.07108549471661864,0.0,0.0,0.0,0.01440922190201729,0.0038424591738712775,0.0038424591738712775,0.0,0.0009606147934678194,0.0019212295869356388,0.0,0.013448607108549471,0.007684918347742555,0.024015369836695485,0.03650336215177714,0.0,0.0,0.029779058597502402,0.0009606147934678194,0.06628242074927954,0.0,0.0,0.0,0.01440922190201729,0.01536983669548511,0.0,0.0,0.0,0.07012487992315082,0.04899135446685879,0.07108549471661864,0.009606147934678195,0.04418828049951969,0.0,0.002881844380403458,0.0,0.01440922190201729,0.03842459173871278,0.0009606147934678194,0.0,0.0,0.0,0.0,0.0038424591738712775,0.0,0.007684918347742555,0.06724303554274735,0.0009606147934678194,0.040345821325648415,0.0009606147934678194,0.0,0.004803073967339097,0.0
FC5,0.0,0.0,0.0006176652254478073,0.0,0.0,0.05003088326127239,0.015441630636195183,0.03829524397776405,0.0,0.03211859172328598,0.033353922174181594,0.0,0.0030883261272390363,0.017294626312538603,0.0,0.019765287214329835,0.033353922174181594,0.034589252625077206,0.01605929586164299,0.005558987029030266,0.006176652254478073,0.0,0.0037059913526868438,0.019765287214329835,0.04014823965410747,0.0,0.03891290920321186,0.0018529956763434219,0.03767757875231625,0.04138357010500309,0.03644224830142063,0.004323656578134651,0.005558987029030266,0.021000617665225447,0.027177269919703522,0.051266213712168,0.0,0.0012353304508956147,0.0,0.0074119827053736875,0.0,0.0,0.01852995676343422,0.015441630636195183,0.0012353304508956147,0.0037059913526868438,0.027794935145151328,0.028412600370599134,0.02285361334156887,0.04014823965410747,0.026559604694255712,0.017912291537986413,0.035824583075972825,0.0074119827053736875,0.0018529956763434219,0.03953057442865967,0.0037059913526868438,0.01173563928350834,0.019765287214329835,0.0,0.033971587399629403
FC1,0.0028129395218002813,0.0,0.0,0.0,0.0,0.03234880450070324,0.035161744022503515,0.03234880450070324,0.0,0.03375527426160337,0.03375527426160337,0.0,0.0,0.01828410689170183,0.0,0.029535864978902954,0.02812939521800281,0.02812939521800281,0.029535864978902954,0.0,0.0,0.0028129395218002813,0.0,0.02390998593530239,0.03656821378340366,0.0,0.030942334739803096,0.0,0.03656821378340366,0.03656821378340366,0.03234880450070324,0.0,0.015471167369901548,0.02812939521800281,0.03656821378340366,0.03234880450070324,0.0,0.0,0.0,0.0,0.0,0.0,0.02109704641350211,0.026722925457102673,0.005625879043600563,0.0,0.026722925457102673,0.03234880450070324,0.030942334739803096,0.03375527426160337,0.030942334739803096,0.01969057665260197,0.03234880450070324,0.0,0.0,0.03656821378340366,0.0,0.029535864978902954,0.02812939521800281,0.0,0.029535864978902954
C3,0.0,0.0,0.0,0.0,0.0,0.04080267558528428,0.016722408026755852,0.04013377926421405,0.0,0.034782608695652174,0.036120401337792644,0.0,0.002006688963210702,0.017391304347826087,0.0,0.02140468227424749,0.03411371237458194,0.034782608695652174,0.017391304347826087,0.0046822742474916385,0.005351170568561873,0.0,0.0026755852842809363,0.020066889632107024,0.03879598662207358,0.0,0.03879598662207358,0.0006688963210702341,0.03946488294314381,0.03879598662207358,0.03946488294314381,0.0033444816053511705,0.006020066889632107,0.022073578595317726,0.0294314381270903,0.04080267558528428,0.0,0.0,0.0,0.006688963210702341,0.0,0.0,0.018729096989966554,0.016722408026755852,0.0013377926421404682,0.0026755852842809363,0.028762541806020066,0.03076923076923077,0.024749163879598662,0.04147157190635452,0.028762541806020066,0.018060200668896322,0.03879598662207358,0.006688963210702341,0.0006688963210702341,0.03678929765886288,0.0026755852842809363,0.012709030100334449,0.02140468227424749,0.0,0.03545150501672241
T7,0.02881844380403458,0.025936599423631124,0.069164265129683,0.07396733909702209,0.07108549471661864,0.0,0.0,0.0,0.07108549471661864,0.0,0.0,0.0,0.01440922190201729,0.0038424591738712775,0.0038424591738712775,0.0,0.0009606147934678194,0.0019212295869356388,0.0,0.013448607108549471,0.007684918347742555,0.024015369836695485,0.03650336215177714,0.0,0.0,0.029779058597502402,0.0009606147934678194,0.06628242074927954,0.0,0.0,0.0,0.01440922190201729,0.01536983669548511,0.0,0.0,0.0,0.07012487992315082,0.04899135446685879,0.07108549471661864,0.009606147934678195,0.04418828049951969,0.0,0.002881844380403458,0.0,0.01440922190201729,0.03842459173871278,0.0009606147934678194,0.0,0.0,0.0,0.0,0.0038424591738712775,0.0,0.007684918347742555,0.06724303554274735,0.0009606147934678194,0.040345821325648415,0.0009606147934678194,0.0,0.004803073967339097,0.0
TP9,0.0007662835249042146,0.0,0.0,0.0,0.0,0.038314176245210725,0.01992337164750958,0.038314176245210725,0.0,0.038314176245210725,0.03908045977011494,0.0,0.0,0.01685823754789272,0.0,0.022988505747126436,0.03218390804597701,0.03295019157088123,0.01992337164750958,0.0022988505747126436,0.0030651340996168583,0.0007662835249042146,0.0,0.01992337164750958,0.03984674329501916,0.0,0.037547892720306515,0.0,0.03984674329501916,0.03984674329501916,0.038314176245210725,0.0007662835249042146,0.007662835249042145,0.022222222222222223,0.03371647509578544,0.038314176245210725,0.0,0.0,0.0,0.004597701149425287,0.0,0.0,0.01839080459770115,0.019157088122605363,0.0022988505747126436,0.0,0.028352490421455937,0.03524904214559387,0.027586206896551724,0.03908045977011494,0.031417624521072794,0.017624521072796936,0.038314176245210725,0.004597701149425287,0.0,0.038314176245210725,0.0,0.01532567049808429,0.022222222222222223,0.0,0.03371647509578544
