,caudalmiddlefrontal-rh,parstriangularis-rh,precentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.2857142857142857,0.17142857142857143,0.17142857142857143,0.17142857142857143,0.17142857142857143,0.0,0.02857142857142857,0.0
parstriangularis-rh,0.08333333333333333,0.3333333333333333,0.16666666666666666,0.13333333333333333,0.016666666666666666,0.11666666666666667,0.15,0.0
precentral-rh,0.07142857142857142,0.15714285714285714,0.44285714285714284,0.11428571428571428,0.0,0.08571428571428572,0.05714285714285714,0.07142857142857142
rostralmiddlefrontal-lh,0.11627906976744186,0.20930232558139536,0.20930232558139536,0.4418604651162791,0.0,0.023255813953488372,0.0,0.0
rostralmiddlefrontal-rh,0.2631578947368421,0.10526315789473684,0.0,0.0,0.3684210526315789,0.10526315789473684,0.15789473684210525,0.0
superiorparietal-rh,0.019230769230769232,0.17307692307692307,0.17307692307692307,0.057692307692307696,0.019230769230769232,0.2692307692307692,0.19230769230769232,0.09615384615384616
superiortemporal-lh,0.0392156862745098,0.1568627450980392,0.09803921568627451,0.0,0.058823529411764705,0.1568627450980392,0.45098039215686275,0.0392156862745098
superiortemporal-rh,0.0,0.0,0.14583333333333334,0.0,0.0,0.10416666666666667,0.0625,0.6875
