,bankssts-lh,entorhinal-lh,frontalpole-lh,fusiform-lh,inferiortemporal-lh,middletemporal-lh,parahippocampal-lh,parahippocampal-rh
bankssts-lh,0.6310679611650486,0.05825242718446602,0.043689320388349516,0.12135922330097088,0.05825242718446602,0.0,0.038834951456310676,0.04854368932038835
entorhinal-lh,0.021021021021021023,0.3048048048048048,0.0,0.1966966966966967,0.24774774774774774,0.0,0.2132132132132132,0.016516516516516516
frontalpole-lh,0.175,0.0,0.65,0.0,0.0,0.175,0.0,0.0
fusiform-lh,0.036935704514363885,0.17647058823529413,0.0,0.3036935704514364,0.21751025991792067,0.0,0.19425444596443228,0.07113543091655267
inferiortemporal-lh,0.01834862385321101,0.20838794233289645,0.0,0.20576671035386632,0.3420707732634338,0.0,0.19528178243774574,0.03014416775884666
middletemporal-lh,0.0,0.0,0.023376623376623377,0.0,0.0,0.7896103896103897,0.0,0.18701298701298702
parahippocampal-lh,0.0160857908847185,0.19973190348525469,0.0,0.20911528150134048,0.21179624664879357,0.0,0.30160857908847183,0.06166219839142091
parahippocampal-rh,0.01282051282051282,0.022435897435897436,0.0,0.08974358974358974,0.04006410256410257,0.10897435897435898,0.08012820512820513,0.6458333333333334
