subject,session,condition,sigma_ratio,sigma_eig,ci_low,ci_high,ci_method,state,window
S45,Sess02,MOTOR_EXECUTION-LEFT,0.9737781095963739,1.0000000000000033,0.8997570714304886,1.0613592352764964,bootstrap,critical,hrfwin_slow_hrf
S45,Sess02,MOTOR_EXECUTION-RIGHT,1.0007434013110708,0.999999999999998,0.8938268250041134,1.1656185616735182,bootstrap,critical,hrfwin_slow_hrf
S45,Sess02,MOTOR_IMAGERY-LEFT,0.9305406798984409,1.0000000000000007,0.8846931695425281,0.9775625493402661,bootstrap,subcritical,hrfwin_slow_hrf
S45,Sess02,MOTOR_IMAGERY-RIGHT,0.9767143643320115,1.0000000000000004,0.9061457189340201,1.0591971628212467,bootstrap,critical,hrfwin_slow_hrf
S45,Sess02,MOTOR_EXECUTION,0.9872607554537223,1.0000000000000007,0.896791948217301,1.1134888984750073,bootstrap,critical,hrfwin_slow_hrf
S45,Sess02,MOTOR_IMAGERY,0.9536275221152262,1.0000000000000004,0.8954194442382741,1.0183798560807564,bootstrap,subcritical,hrfwin_slow_hrf
S45,Sess02,LEFT,0.9521593947474074,1.000000000000002,0.8922251204865084,1.0194608923083812,bootstrap,critical,hrfwin_slow_hrf
S45,Sess02,RIGHT,0.9887288828215411,0.9999999999999992,0.8999862719690668,1.1124078622473825,bootstrap,critical,hrfwin_slow_hrf
S45,Sess02,LEFT_vs_RIGHT,-0.03656948807413374,0.0,-0.22018274176087416,0.11947462033931444,bootstrap,delta,hrfwin_slow_hrf
S45,Sess02,IMAGERY_vs_EXECUTION,-0.033633233338496105,0.0,-0.21806945423673318,0.12158790786345541,bootstrap,delta,hrfwin_slow_hrf
S45,Sess02,ME_LEFT_vs_ME_RIGHT,-0.02696529171469686,0.0,-0.26586149024302963,0.16753241027238308,bootstrap,delta,hrfwin_slow_hrf
S45,Sess02,MI_LEFT_vs_MI_RIGHT,-0.046173684433570616,0.0,-0.17450399327871857,0.07141683040624602,bootstrap,delta,hrfwin_slow_hrf
