,parstriangularis-rh,postcentral-lh,postcentral-rh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
parstriangularis-rh,0.4,0.0,0.0,0.0,0.0,0.02857142857142857,0.2857142857142857,0.2857142857142857
postcentral-lh,0.0,0.16589861751152074,0.17972350230414746,0.18433179723502305,0.17972350230414746,0.16589861751152074,0.11059907834101383,0.013824884792626729
postcentral-rh,0.0,0.13768115942028986,0.21014492753623187,0.19202898550724637,0.19202898550724637,0.15217391304347827,0.09782608695652174,0.018115942028985508
superiorfrontal-rh,0.0,0.13962264150943396,0.19245283018867926,0.2037735849056604,0.19245283018867926,0.15471698113207547,0.09811320754716982,0.018867924528301886
superiorparietal-lh,0.0,0.14068441064638784,0.19771863117870722,0.19391634980988592,0.19391634980988592,0.155893536121673,0.09885931558935361,0.019011406844106463
superiorparietal-rh,0.010714285714285714,0.13214285714285715,0.15714285714285714,0.16071428571428573,0.15357142857142858,0.18928571428571428,0.1392857142857143,0.05714285714285714
superiortemporal-lh,0.04219409282700422,0.10548523206751055,0.11814345991561181,0.11814345991561181,0.11392405063291139,0.16033755274261605,0.2320675105485232,0.10970464135021098
superiortemporal-rh,0.102803738317757,0.018691588785046728,0.037383177570093455,0.056074766355140186,0.037383177570093455,0.14018691588785046,0.2336448598130841,0.37383177570093457
