,parstriangularis-rh,postcentral-rh,precentral-lh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
parstriangularis-rh,0.9791666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332
postcentral-rh,0.0,0.40625,0.125,0.0,0.03125,0.0625,0.375,0.0
precentral-lh,0.0,0.078125,0.234375,0.1875,0.015625,0.015625,0.265625,0.203125
superiorfrontal-rh,0.0,0.0136986301369863,0.1780821917808219,0.3698630136986301,0.0136986301369863,0.0136986301369863,0.1780821917808219,0.2328767123287671
superiorparietal-lh,0.0,0.1,0.0,0.0,0.75,0.1,0.05,0.0
superiorparietal-rh,0.0,0.4,0.0,0.0,0.2,0.4,0.0,0.0
superiortemporal-lh,0.0,0.14942528735632185,0.16091954022988506,0.11494252873563218,0.011494252873563218,0.011494252873563218,0.3793103448275862,0.1724137931034483
superiortemporal-rh,0.03614457831325301,0.012048192771084338,0.1566265060240964,0.18072289156626506,0.012048192771084338,0.012048192771084338,0.18072289156626506,0.40963855421686746
