,caudalmiddlefrontal-rh,postcentral-rh,precentral-rh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.125,0.0,0.25,0.25,0.125,0.125,0.0,0.125
postcentral-rh,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666
precentral-rh,0.125,0.0,0.25,0.25,0.125,0.125,0.0,0.125
superiorfrontal-rh,0.125,0.0,0.25,0.25,0.125,0.125,0.0,0.125
superiorparietal-lh,0.125,0.0,0.25,0.25,0.125,0.125,0.0,0.125
superiorparietal-rh,0.125,0.0,0.25,0.25,0.125,0.125,0.0,0.125
superiortemporal-lh,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666
superiortemporal-rh,0.125,0.0,0.25,0.25,0.125,0.125,0.0,0.125
