,caudalmiddlefrontal-lh,parsopercularis-lh,rostralmiddlefrontal-lh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-lh,0.2569832402234637,0.12290502793296089,0.12290502793296089,0.11731843575418995,0.24022346368715083,0.0,0.0,0.13966480446927373
parsopercularis-lh,0.1732283464566929,0.2677165354330709,0.2204724409448819,0.18110236220472442,0.15748031496062992,0.0,0.0,0.0
rostralmiddlefrontal-lh,0.18333333333333332,0.23333333333333334,0.225,0.19166666666666668,0.16666666666666666,0.0,0.0,0.0
superiorparietal-lh,0.2,0.20909090909090908,0.20909090909090908,0.2,0.18181818181818182,0.0,0.0,0.0
superiorparietal-rh,0.25882352941176473,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.24705882352941178,0.0,0.0,0.1411764705882353
superiortemporal-lh,0.0,0.0,0.0,0.0,0.0,0.6216216216216216,0.3783783783783784,0.0
superiortemporal-rh,0.0,0.0,0.0,0.0,0.0,0.2028985507246377,0.7971014492753623,0.0
supramarginal-rh,0.3424657534246575,0.0,0.0,0.0,0.3150684931506849,0.0,0.0,0.3424657534246575
