,Fp1,F7,TP10,FT10,F4,F6,AF8,AF4
Fp1,0.4074074074074074,0.07407407407407407,0.07407407407407407,0.0,0.0,0.0,0.0,0.4444444444444444
F7,0.15,0.35,0.25,0.0,0.0,0.0,0.0,0.25
TP10,0.15789473684210525,0.3157894736842105,0.2631578947368421,0.0,0.0,0.0,0.0,0.2631578947368421
FT10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.3333333333333333,0.08695652173913043,0.07246376811594203,0.0,0.0,0.0,0.0,0.5072463768115942
