,caudalanteriorcingulate-lh,entorhinal-lh,frontalpole-rh,parsopercularis-rh,parsorbitalis-lh,parstriangularis-rh,temporalpole-lh,temporalpole-rh
caudalanteriorcingulate-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
entorhinal-lh,0.0,0.8709677419354839,0.04838709677419355,0.0,0.0,0.0,0.08064516129032258,0.0
frontalpole-rh,0.0,0.043859649122807015,0.7543859649122807,0.0,0.0,0.0,0.20175438596491227,0.0
parsopercularis-rh,0.0,0.0,0.0,0.9154929577464789,0.0,0.08450704225352113,0.0,0.0
parsorbitalis-lh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
parstriangularis-rh,0.0,0.0,0.0,0.11940298507462686,0.0,0.8208955223880597,0.0,0.05970149253731343
temporalpole-lh,0.011235955056179775,0.07865168539325842,0.2696629213483146,0.0,0.0,0.0,0.6404494382022472,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.05714285714285714,0.0,0.9428571428571428
