,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,parsorbitalis-lh,parsorbitalis-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh
frontalpole-lh,0.4249201277955272,0.07987220447284345,0.10223642172523961,0.025559105431309903,0.0,0.16932907348242812,0.18210862619808307,0.01597444089456869
frontalpole-rh,0.056666666666666664,0.63,0.07333333333333333,0.0,0.0,0.10666666666666667,0.06,0.07333333333333333
medialorbitofrontal-lh,0.08934707903780069,0.07560137457044673,0.5154639175257731,0.0,0.006872852233676976,0.010309278350515464,0.21993127147766323,0.08247422680412371
parsorbitalis-lh,0.058394160583941604,0.0,0.0,0.6131386861313869,0.0,0.10948905109489052,0.16058394160583941,0.058394160583941604
parsorbitalis-rh,0.0,0.0,0.025,0.0,0.975,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.18272425249169436,0.12292358803986711,0.0033222591362126247,0.04983388704318937,0.0,0.5780730897009967,0.04318936877076412,0.019933554817275746
rostralanteriorcingulate-rh,0.17549668874172186,0.059602649006622516,0.2152317880794702,0.059602649006622516,0.0,0.03642384105960265,0.44370860927152317,0.009933774834437087
temporalpole-lh,0.017857142857142856,0.11904761904761904,0.15476190476190477,0.047619047619047616,0.011904761904761904,0.023809523809523808,0.041666666666666664,0.5833333333333334
