,insula-lh,insula-rh,isthmuscingulate-rh,lateralorbitofrontal-lh,parsorbitalis-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
insula-lh,0.12751677852348994,0.12751677852348994,0.11409395973154363,0.12751677852348994,0.12751677852348994,0.12751677852348994,0.12751677852348994,0.12080536912751678
insula-rh,0.12903225806451613,0.12903225806451613,0.10967741935483871,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.11612903225806452
isthmuscingulate-rh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
lateralorbitofrontal-lh,0.125,0.13125,0.10625,0.13125,0.13125,0.13125,0.13125,0.1125
parsorbitalis-lh,0.12195121951219512,0.12804878048780488,0.10365853658536585,0.13414634146341464,0.13414634146341464,0.13414634146341464,0.13414634146341464,0.10975609756097561
rostralanteriorcingulate-lh,0.11976047904191617,0.12574850299401197,0.10179640718562874,0.1317365269461078,0.1377245508982036,0.1377245508982036,0.1377245508982036,0.10778443113772455
rostralanteriorcingulate-rh,0.12195121951219512,0.12804878048780488,0.10365853658536585,0.13414634146341464,0.13414634146341464,0.13414634146341464,0.13414634146341464,0.10975609756097561
temporalpole-rh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
