,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,precentral-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.12345679012345678,0.10493827160493827,0.12962962962962962,0.12962962962962962,0.12962962962962962,0.12345679012345678,0.12962962962962962,0.12962962962962962
parsopercularis-lh,0.1259259259259259,0.11851851851851852,0.1259259259259259,0.1259259259259259,0.1259259259259259,0.1259259259259259,0.1259259259259259,0.1259259259259259
parstriangularis-rh,0.11627906976744186,0.09883720930232558,0.13372093023255813,0.13953488372093023,0.13372093023255813,0.11627906976744186,0.12209302325581395,0.13953488372093023
precentral-lh,0.11797752808988764,0.09550561797752809,0.1348314606741573,0.1404494382022472,0.1348314606741573,0.11235955056179775,0.12359550561797752,0.1404494382022472
rostralmiddlefrontal-lh,0.11627906976744186,0.09883720930232558,0.13372093023255813,0.13953488372093023,0.13372093023255813,0.11627906976744186,0.12209302325581395,0.13953488372093023
rostralmiddlefrontal-rh,0.12258064516129032,0.10967741935483871,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.12258064516129032,0.12903225806451613,0.12903225806451613
superiortemporal-lh,0.12048192771084337,0.10240963855421686,0.13253012048192772,0.13253012048192772,0.13253012048192772,0.12048192771084337,0.12650602409638553,0.13253012048192772
superiortemporal-rh,0.11797752808988764,0.09550561797752809,0.1348314606741573,0.1404494382022472,0.1348314606741573,0.11235955056179775,0.12359550561797752,0.1404494382022472
