,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-rh,precentral-rh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.125,0.125,0.0,0.125,0.25,0.125,0.25,0.0
parsopercularis-lh,0.125,0.125,0.0,0.125,0.25,0.125,0.25,0.0
parstriangularis-rh,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
postcentral-rh,0.125,0.125,0.0,0.125,0.25,0.125,0.25,0.0
precentral-rh,0.125,0.125,0.0,0.125,0.25,0.125,0.25,0.0
rostralmiddlefrontal-rh,0.125,0.125,0.0,0.125,0.25,0.125,0.25,0.0
superiortemporal-lh,0.125,0.125,0.0,0.125,0.25,0.125,0.25,0.0
superiortemporal-rh,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
