,Fp1,CP2,Fp2,PO3,PO4,PO8,P6,F6
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO3,0.0,0.0,0.0,0.3333333333333333,0.3225806451612903,0.0,0.34408602150537637,0.0
PO4,0.0,0.0,0.0,0.32989690721649484,0.32989690721649484,0.0,0.3402061855670103,0.0
PO8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P6,0.0,0.0,0.0,0.3333333333333333,0.3229166666666667,0.0,0.34375,0.0
F6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
