,Fp1,FT9,T8,F1,CPz,TP8,AF8,AF4
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
T8,0.0,0.0,0.4166666666666667,0.3333333333333333,0.0,0.0,0.0,0.25
F1,0.0,0.0,0.36363636363636365,0.36363636363636365,0.0,0.0,0.0,0.2727272727272727
CPz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.0,0.0,0.36363636363636365,0.36363636363636365,0.0,0.0,0.0,0.2727272727272727
