,TP9,P7,O1,Oz,AF7,POz,CPz,TP8
TP9,0.2,0.26666666666666666,0.0,0.0,0.26666666666666666,0.0,0.0,0.26666666666666666
P7,0.1875,0.25,0.0,0.0,0.25,0.0,0.0,0.3125
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.1875,0.25,0.0,0.0,0.25,0.0,0.0,0.3125
POz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPz,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TP8,0.14285714285714285,0.19047619047619047,0.0,0.0,0.19047619047619047,0.0,0.0,0.47619047619047616
