,F3,CP5,P3,FC2,C5,POz,CPz,F6
F3,0.34139784946236557,0.024193548387096774,0.13978494623655913,0.12365591397849462,0.13172043010752688,0.03763440860215054,0.01881720430107527,0.1827956989247312
CP5,0.03056768558951965,0.43231441048034935,0.034934497816593885,0.12663755458515283,0.008733624454148471,0.18777292576419213,0.06986899563318777,0.1091703056768559
P3,0.12944162436548223,0.027918781725888325,0.30710659898477155,0.1802030456852792,0.12436548223350254,0.07360406091370558,0.04060913705583756,0.116751269035533
FC2,0.10784313725490197,0.07352941176470588,0.17647058823529413,0.3112745098039216,0.058823529411764705,0.125,0.004901960784313725,0.14215686274509803
C5,0.13648293963254593,0.007874015748031496,0.13385826771653545,0.06824146981627296,0.37270341207349084,0.02099737532808399,0.17060367454068243,0.08923884514435695
POz,0.0547945205479452,0.15753424657534246,0.10273972602739725,0.1917808219178082,0.0273972602739726,0.3493150684931507,0.04794520547945205,0.0684931506849315
CPz,0.030303030303030304,0.06060606060606061,0.06926406926406926,0.008658008658008658,0.27705627705627706,0.06060606060606061,0.45021645021645024,0.04329004329004329
F6,0.18393782383419688,0.07253886010362694,0.12176165803108809,0.15803108808290156,0.09326424870466321,0.04404145077720207,0.025906735751295335,0.3005181347150259
