,F3,CP5,P3,FC2,C5,POz,CPz,F6
F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP5,0.0,0.48148148148148145,0.0,0.0,0.0,0.1111111111111111,0.0,0.4074074074074074
P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5,0.0,0.0,0.0,0.0,0.6923076923076923,0.0,0.3076923076923077,0.0
POz,0.0,0.36363636363636365,0.0,0.0,0.0,0.2727272727272727,0.0,0.36363636363636365
CPz,0.0,0.0,0.0,0.0,0.5294117647058824,0.0,0.47058823529411764,0.0
F6,0.0,0.4583333333333333,0.0,0.0,0.0,0.125,0.0,0.4166666666666667
