,F3,CP5,P3,FC2,C5,POz,CPz,F6
F3,0.2777777777777778,0.0,0.24074074074074073,0.16666666666666666,0.0,0.0,0.0,0.3148148148148148
CP5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P3,0.2727272727272727,0.0,0.25,0.18181818181818182,0.0,0.0,0.0,0.29545454545454547
FC2,0.2571428571428571,0.0,0.2571428571428571,0.22857142857142856,0.0,0.0,0.0,0.2571428571428571
C5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F6,0.2833333333333333,0.0,0.21666666666666667,0.15,0.0,0.0,0.0,0.35
