,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
inferiorparietal-rh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
parsopercularis-lh,0.11614730878186968,0.1274787535410765,0.11898016997167139,0.1274787535410765,0.1274787535410765,0.1274787535410765,0.1274787535410765,0.1274787535410765
parstriangularis-rh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
rostralmiddlefrontal-rh,0.11614730878186968,0.1274787535410765,0.11898016997167139,0.1274787535410765,0.1274787535410765,0.1274787535410765,0.1274787535410765,0.1274787535410765
superiorparietal-rh,0.11614730878186968,0.1274787535410765,0.11898016997167139,0.1274787535410765,0.1274787535410765,0.1274787535410765,0.1274787535410765,0.1274787535410765
superiortemporal-lh,0.11614730878186968,0.1274787535410765,0.11898016997167139,0.1274787535410765,0.1274787535410765,0.1274787535410765,0.1274787535410765,0.1274787535410765
superiortemporal-rh,0.11614730878186968,0.1274787535410765,0.11898016997167139,0.1274787535410765,0.1274787535410765,0.1274787535410765,0.1274787535410765,0.1274787535410765
supramarginal-rh,0.11614730878186968,0.1274787535410765,0.11898016997167139,0.1274787535410765,0.1274787535410765,0.1274787535410765,0.1274787535410765,0.1274787535410765
