,frontalpole-rh,inferiortemporal-rh,insula-rh,lateralorbitofrontal-rh,paracentral-lh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-rh,0.26526315789473687,0.08210526315789474,0.09789473684210526,0.12842105263157894,0.03894736842105263,0.09157894736842105,0.16736842105263158,0.12842105263157894
inferiortemporal-rh,0.04962779156327544,0.18610421836228289,0.1780397022332506,0.13027295285359802,0.141439205955335,0.1705955334987593,0.06947890818858561,0.07444168734491315
insula-rh,0.05702280912364946,0.1716686674669868,0.18247298919567828,0.13505402160864347,0.12785114045618248,0.16866746698679472,0.07623049219687875,0.08103241296518607
lateralorbitofrontal-rh,0.07682619647355164,0.13035264483627204,0.1397984886649874,0.1756926952141058,0.10453400503778337,0.13602015113350127,0.11586901763224182,0.12090680100755667
paracentral-lh,0.03058823529411765,0.1796078431372549,0.16784313725490196,0.13254901960784313,0.20313725490196077,0.16862745098039217,0.05568627450980392,0.06196078431372549
parahippocampal-rh,0.05538270068450529,0.16925948973242066,0.17548226509023024,0.13627878033602986,0.13316739265712507,0.1748599875544493,0.07529558182949596,0.08027380211574363
rostralanteriorcingulate-lh,0.1272,0.0872,0.0992,0.1448,0.0544,0.0944,0.2456,0.1472
rostralanteriorcingulate-rh,0.1061792863359443,0.10182767624020887,0.11488250652741515,0.16449086161879894,0.06614447345517842,0.10966057441253264,0.15926892950391644,0.17754569190600522
