,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parstriangularis-rh,postcentral-lh,postcentral-rh,rostralmiddlefrontal-lh,superiorfrontal-rh,superiorparietal-lh
caudalmiddlefrontal-lh,0.21962616822429906,0.056074766355140186,0.056074766355140186,0.11682242990654206,0.09813084112149532,0.20093457943925233,0.17289719626168223,0.0794392523364486
caudalmiddlefrontal-rh,0.1206896551724138,0.3103448275862069,0.02586206896551724,0.10344827586206896,0.11206896551724138,0.15517241379310345,0.14655172413793102,0.02586206896551724
parstriangularis-rh,0.13793103448275862,0.022988505747126436,0.1839080459770115,0.08045977011494253,0.10344827586206896,0.1724137931034483,0.19540229885057472,0.10344827586206896
postcentral-lh,0.16666666666666666,0.07692307692307693,0.057692307692307696,0.1794871794871795,0.08974358974358974,0.16666666666666666,0.1858974358974359,0.07692307692307693
postcentral-rh,0.152,0.096,0.064,0.088,0.24,0.136,0.128,0.096
rostralmiddlefrontal-lh,0.18303571428571427,0.07142857142857142,0.06696428571428571,0.10714285714285714,0.07589285714285714,0.24553571428571427,0.17857142857142858,0.07142857142857142
superiorfrontal-rh,0.16019417475728157,0.07766990291262135,0.07281553398058252,0.1262135922330097,0.07766990291262135,0.1941747572815534,0.21844660194174756,0.07281553398058252
superiorparietal-lh,0.19,0.02,0.08,0.12,0.13,0.14,0.15,0.17
