,caudalmiddlefrontal-lh,parsopercularis-lh,parstriangularis-rh,postcentral-rh,precentral-lh,precentral-rh,rostralmiddlefrontal-lh,superiorparietal-lh
caudalmiddlefrontal-lh,0.21875,0.046875,0.0,0.1796875,0.15625,0.1015625,0.1875,0.109375
parsopercularis-lh,0.14583333333333334,0.125,0.0,0.14583333333333334,0.14583333333333334,0.14583333333333334,0.14583333333333334,0.14583333333333334
parstriangularis-rh,0.0,0.0,0.3333333333333333,0.26666666666666666,0.0,0.13333333333333333,0.0,0.26666666666666666
postcentral-rh,0.16339869281045752,0.0392156862745098,0.0457516339869281,0.2222222222222222,0.13071895424836602,0.1111111111111111,0.13071895424836602,0.1568627450980392
precentral-lh,0.1896551724137931,0.05172413793103448,0.0,0.1896551724137931,0.1724137931034483,0.11206896551724138,0.16379310344827586,0.1206896551724138
precentral-rh,0.1320754716981132,0.05660377358490566,0.04716981132075472,0.1792452830188679,0.1320754716981132,0.16037735849056603,0.11320754716981132,0.1792452830188679
rostralmiddlefrontal-lh,0.192,0.048,0.0,0.16,0.152,0.104,0.24,0.104
superiorparietal-lh,0.12396694214876033,0.049586776859504134,0.05785123966942149,0.21487603305785125,0.11570247933884298,0.14049586776859505,0.09917355371900827,0.19834710743801653
