,Fp1,TP9,Oz,T8,FT10,F8,AF7,AF8
Fp1,0.6958174904942965,0.0,0.0,0.0,0.0,0.0,0.3041825095057034,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.5031446540880503,0.0,0.0,0.0,0.0,0.0,0.4968553459119497,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
