,bankssts-lh,fusiform-rh,isthmuscingulate-rh,lingual-rh,medialorbitofrontal-lh,parahippocampal-rh,pericalcarine-rh,temporalpole-lh
bankssts-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fusiform-rh,0.0,0.25102880658436216,0.102880658436214,0.205761316872428,0.13168724279835392,0.19753086419753085,0.09053497942386832,0.0205761316872428
isthmuscingulate-rh,0.0,0.1865671641791045,0.27611940298507465,0.19402985074626866,0.0,0.1865671641791045,0.15671641791044777,0.0
lingual-rh,0.0,0.192,0.096,0.24,0.12,0.2,0.14,0.012
medialorbitofrontal-lh,0.0,0.14655172413793102,0.0,0.13793103448275862,0.47413793103448276,0.15086206896551724,0.04741379310344827,0.04310344827586207
parahippocampal-rh,0.0,0.18532818532818532,0.09652509652509653,0.2084942084942085,0.13513513513513514,0.22393822393822393,0.11583011583011583,0.03474903474903475
pericalcarine-rh,0.0,0.136986301369863,0.13013698630136986,0.22602739726027396,0.07534246575342465,0.1917808219178082,0.23972602739726026,0.0
temporalpole-lh,0.0,0.07142857142857142,0.0,0.05102040816326531,0.12244897959183673,0.11224489795918367,0.0,0.6428571428571429
