,caudalanteriorcingulate-lh,frontalpole-rh,fusiform-lh,insula-lh,isthmuscingulate-rh,lateralorbitofrontal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.4059539918809202,0.033152909336941816,0.04330175913396482,0.06495263870094722,0.10690121786197564,0.11907983761840325,0.03924221921515562,0.18741542625169147
frontalpole-rh,0.05187637969094923,0.4878587196467991,0.0,0.0,0.2052980132450331,0.0,0.0,0.25496688741721857
fusiform-lh,0.0694006309148265,0.0,0.47003154574132494,0.15772870662460567,0.052576235541535225,0.1377497371188223,0.09253417455310199,0.019978969505783387
insula-lh,0.05914302957151479,0.0,0.08931804465902234,0.29511164755582375,0.017501508750754374,0.2546771273385637,0.20337960168980085,0.08086904043452021
isthmuscingulate-rh,0.1148036253776435,0.14350453172205438,0.03625377643504532,0.02039274924471299,0.38746223564954685,0.05740181268882175,0.02416918429003021,0.21601208459214502
lateralorbitofrontal-lh,0.09353652128218602,0.0,0.06673673147661587,0.21755123489227535,0.04203888596952181,0.2837624802942722,0.17708880714661063,0.11928533893851813
rostralanteriorcingulate-lh,0.04224326292789512,0.0,0.06117989803350328,0.24107793153678078,0.024763292061179897,0.24763292061179898,0.29278951201748,0.09031318281136198
rostralanteriorcingulate-rh,0.1383744855967078,0.12191358024691358,0.00874485596707819,0.0668724279835391,0.15020576131687244,0.11368312757201646,0.06172839506172839,0.338477366255144
