,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,insula-rh,medialorbitofrontal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh
caudalanteriorcingulate-lh,0.26666666666666666,0.11428571428571428,0.10476190476190476,0.0,0.16507936507936508,0.18095238095238095,0.15555555555555556,0.012698412698412698
frontalpole-lh,0.04091456077015644,0.16606498194945848,0.16606498194945848,0.06738868832731648,0.14681107099879662,0.1263537906137184,0.1552346570397112,0.13116726835138387
frontalpole-rh,0.03629976580796253,0.15807962529274006,0.18266978922716628,0.06557377049180328,0.13934426229508196,0.11943793911007025,0.14988290398126464,0.148711943793911
insula-rh,0.0,0.15489130434782608,0.15489130434782608,0.14945652173913043,0.14130434782608695,0.09510869565217392,0.14945652173913043,0.15489130434782608
medialorbitofrontal-lh,0.05938242280285035,0.14845605700712589,0.14489311163895488,0.06532066508313539,0.16389548693586697,0.14370546318289787,0.16389548693586697,0.11045130641330166
rostralanteriorcingulate-lh,0.07362784471218206,0.14323962516733602,0.1392235609103079,0.049531459170013385,0.1646586345381526,0.1686746987951807,0.1606425702811245,0.10040160642570281
rostralanteriorcingulate-rh,0.054461181923522596,0.15063731170336037,0.15179606025492468,0.06488991888760139,0.1564310544611819,0.13673232908458866,0.16685979142526072,0.11819235225955968
temporalpole-lh,0.002911208151382824,0.15429403202328967,0.18340611353711792,0.08151382823871907,0.13100436681222707,0.10625909752547306,0.14410480349344978,0.1965065502183406
