,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,paracentral-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.37134146341463414,0.01768292682926829,0.01097560975609756,0.08170731707317073,0.20243902439024392,0.1323170731707317,0.06707317073170732,0.11646341463414635
frontalpole-lh,0.024899598393574297,0.5172690763052209,0.3309236947791165,0.0,0.0,0.015261044176706828,0.0,0.11164658634538152
frontalpole-rh,0.018535681186283594,0.3799814643188137,0.48748841519925856,0.0,0.0,0.0,0.0,0.11399443929564411
lateralorbitofrontal-lh,0.1024,0.0,0.0,0.3472,0.1696,0.0784,0.212,0.0904
medialorbitofrontal-lh,0.19879518072289157,0.0,0.0,0.12951807228915663,0.28433734939759037,0.15240963855421688,0.12228915662650602,0.11265060240963855
paracentral-lh,0.16849529780564262,0.013322884012539185,0.0,0.0768025078369906,0.195141065830721,0.43808777429467083,0.0768025078369906,0.03134796238244514
rostralanteriorcingulate-lh,0.08457321848081441,0.0,0.0,0.2090837901331245,0.15740015661707127,0.07674236491777604,0.3484729835552075,0.12372748629600626
rostralanteriorcingulate-rh,0.13319810682893848,0.08992562542258282,0.0777552400270453,0.0777552400270453,0.13184584178498987,0.03110209601081812,0.10818120351588911,0.35023664638269103
