,FC1,T7,TP9,P4,AF7,FT7,AF8,AF4
FC1,0.390625,0.28125,0.0,0.0,0.0,0.0,0.0,0.328125
T7,0.34615384615384615,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.34615384615384615
TP9,0.0,0.0,0.5555555555555556,0.0,0.0,0.037037037037037035,0.4074074074074074,0.0
P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT7,0.0,0.0,0.375,0.0,0.0,0.25,0.375,0.0
AF8,0.0,0.0,0.5,0.0,0.0,0.045454545454545456,0.45454545454545453,0.0
AF4,0.3684210526315789,0.2982456140350877,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
