,TP10,T8,AF7,AF3,FT7,CPz,CP4,AF8
TP10,0.6842105263157895,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.2631578947368421
T8,0.0,0.2857142857142857,0.0,0.35714285714285715,0.2857142857142857,0.0,0.07142857142857142,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.23529411764705882,0.0,0.47058823529411764,0.23529411764705882,0.0,0.058823529411764705,0.0
FT7,0.0,0.2857142857142857,0.0,0.35714285714285715,0.2857142857142857,0.0,0.07142857142857142,0.0
CPz,0.375,0.0,0.0,0.0,0.0,0.25,0.0,0.375
CP4,0.0,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,0.0,0.14285714285714285,0.0
AF8,0.4666666666666667,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.4
