,Fp1,F7,CP5,P8,FC6,AF3,PO8,CP4
Fp1,0.14925373134328357,0.0,0.1791044776119403,0.14925373134328357,0.1791044776119403,0.16417910447761194,0.0,0.1791044776119403
F7,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
CP5,0.09166666666666666,0.016666666666666666,0.25833333333333336,0.09166666666666666,0.225,0.11666666666666667,0.008333333333333333,0.19166666666666668
P8,0.14925373134328357,0.014925373134328358,0.1791044776119403,0.14925373134328357,0.1791044776119403,0.16417910447761194,0.0,0.16417910447761194
FC6,0.09649122807017543,0.017543859649122806,0.23684210526315788,0.09649122807017543,0.22807017543859648,0.12280701754385964,0.008771929824561403,0.19298245614035087
AF3,0.1375,0.0125,0.1875,0.1375,0.1875,0.1625,0.0,0.175
PO8,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
CP4,0.10377358490566038,0.009433962264150943,0.22641509433962265,0.10377358490566038,0.22641509433962265,0.1320754716981132,0.0,0.19811320754716982
