,cuneus-rh,entorhinal-lh,frontalpole-lh,frontalpole-rh,parsorbitalis-lh,parstriangularis-lh,rostralmiddlefrontal-lh,temporalpole-lh
cuneus-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
entorhinal-lh,0.0,0.8571428571428571,0.0,0.14285714285714285,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.05555555555555555,0.7222222222222222,0.2222222222222222,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.22857142857142856,0.2,0.5714285714285714,0.0,0.0,0.0,0.0
parsorbitalis-lh,0.0,0.0,0.0,0.0,0.8387096774193549,0.0,0.16129032258064516,0.0
parstriangularis-lh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rostralmiddlefrontal-lh,0.0,0.0,0.0,0.0,0.25,0.0,0.5625,0.1875
temporalpole-lh,0.0,0.0,0.0,0.0,0.06060606060606061,0.0,0.24242424242424243,0.696969696969697
