,caudalmiddlefrontal-lh,postcentral-lh,postcentral-rh,precentral-lh,precentral-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.25,0.12931034482758622,0.09482758620689655,0.09482758620689655,0.08620689655172414,0.08620689655172414,0.08620689655172414,0.1724137931034483
postcentral-lh,0.14423076923076922,0.14423076923076922,0.11538461538461539,0.11538461538461539,0.10576923076923077,0.10576923076923077,0.11538461538461539,0.15384615384615385
postcentral-rh,0.11,0.12,0.15,0.11,0.11,0.16,0.12,0.12
precentral-lh,0.11956521739130435,0.13043478260869565,0.13043478260869565,0.11956521739130435,0.11956521739130435,0.11956521739130435,0.13043478260869565,0.13043478260869565
precentral-rh,0.10638297872340426,0.1276595744680851,0.1276595744680851,0.1276595744680851,0.1276595744680851,0.1276595744680851,0.1276595744680851,0.1276595744680851
superiorparietal-rh,0.10101010101010101,0.1111111111111111,0.16161616161616163,0.1111111111111111,0.1111111111111111,0.1717171717171717,0.12121212121212122,0.1111111111111111
superiortemporal-lh,0.10975609756097561,0.12195121951219512,0.12195121951219512,0.12195121951219512,0.12195121951219512,0.12195121951219512,0.15853658536585366,0.12195121951219512
superiortemporal-rh,0.15966386554621848,0.13445378151260504,0.1092436974789916,0.1092436974789916,0.10084033613445378,0.10084033613445378,0.10084033613445378,0.18487394957983194
