,caudalmiddlefrontal-lh,postcentral-lh,postcentral-rh,precentral-lh,precentral-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.11392405063291139,0.12658227848101267,0.12658227848101267,0.12658227848101267,0.12658227848101267,0.12658227848101267,0.12658227848101267,0.12658227848101267
postcentral-lh,0.11363636363636363,0.125,0.125,0.125,0.125,0.125,0.13636363636363635,0.125
postcentral-rh,0.11363636363636363,0.125,0.125,0.125,0.125,0.125,0.13636363636363635,0.125
precentral-lh,0.11363636363636363,0.125,0.125,0.125,0.125,0.125,0.13636363636363635,0.125
precentral-rh,0.10638297872340426,0.1276595744680851,0.1276595744680851,0.1276595744680851,0.1276595744680851,0.1276595744680851,0.1276595744680851,0.1276595744680851
superiorparietal-rh,0.11363636363636363,0.125,0.125,0.125,0.125,0.125,0.13636363636363635,0.125
superiortemporal-lh,0.1125,0.125,0.125,0.125,0.125,0.125,0.1375,0.125
superiortemporal-rh,0.10638297872340426,0.1276595744680851,0.1276595744680851,0.1276595744680851,0.1276595744680851,0.1276595744680851,0.1276595744680851,0.1276595744680851
