,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,insula-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.13105726872246695,0.13215859030837004,0.13215859030837004,0.09251101321585903,0.13215859030837004,0.13215859030837004,0.12555066079295155,0.1222466960352423
frontalpole-lh,0.0814111261872456,0.14993215739484397,0.14654002713704206,0.10515603799185888,0.1383989145183175,0.1383989145183175,0.11601085481682497,0.12415196743554953
frontalpole-rh,0.07936507936507936,0.14417989417989419,0.1541005291005291,0.10251322751322751,0.13756613756613756,0.14616402116402116,0.1130952380952381,0.12301587301587301
insula-rh,0.07433016421780467,0.13396715643906656,0.13396715643906656,0.1331028522039758,0.13396715643906656,0.13396715643906656,0.12273120138288678,0.13396715643906656
medialorbitofrontal-lh,0.0821917808219178,0.1410958904109589,0.14246575342465753,0.10616438356164383,0.14178082191780822,0.14178082191780822,0.11712328767123288,0.1273972602739726
medialorbitofrontal-rh,0.08048289738430583,0.1381623071763917,0.14956405097250167,0.10395707578806171,0.13950368879946345,0.1488933601609658,0.11468812877263582,0.12474849094567404
rostralanteriorcingulate-lh,0.0908379013312451,0.13390759592795615,0.13390759592795615,0.1096319498825372,0.13390759592795615,0.13390759592795615,0.1331245105716523,0.1307752545027408
rostralanteriorcingulate-rh,0.08278388278388278,0.13553113553113552,0.13626373626373625,0.11355311355311355,0.13626373626373625,0.13626373626373625,0.12380952380952381,0.13553113553113552
