,bankssts-lh,bankssts-rh,frontalpole-lh,frontalpole-rh,lateraloccipital-rh,lateralorbitofrontal-lh,rostralanteriorcingulate-lh,rostralmiddlefrontal-lh
bankssts-lh,0.18181818181818182,0.19480519480519481,0.0,0.0,0.18181818181818182,0.15584415584415584,0.11688311688311688,0.16883116883116883
bankssts-rh,0.175,0.1875,0.0,0.0,0.175,0.1625,0.125,0.175
frontalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lateraloccipital-rh,0.18181818181818182,0.19480519480519481,0.0,0.0,0.18181818181818182,0.15584415584415584,0.11688311688311688,0.16883116883116883
lateralorbitofrontal-lh,0.14925373134328357,0.16417910447761194,0.0,0.0,0.14925373134328357,0.19402985074626866,0.16417910447761194,0.1791044776119403
rostralanteriorcingulate-lh,0.13725490196078433,0.1568627450980392,0.0,0.0,0.13725490196078433,0.19607843137254902,0.19607843137254902,0.17647058823529413
rostralmiddlefrontal-lh,0.1527777777777778,0.16666666666666666,0.0,0.0,0.1527777777777778,0.19444444444444445,0.1527777777777778,0.18055555555555555
