,caudalanteriorcingulate-lh,frontalpole-lh,lateralorbitofrontal-lh,medialorbitofrontal-lh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-lh
caudalanteriorcingulate-lh,0.11864406779661017,0.1271186440677966,0.1271186440677966,0.1271186440677966,0.11864406779661017,0.1271186440677966,0.1271186440677966,0.1271186440677966
frontalpole-lh,0.11607142857142858,0.125,0.125,0.125,0.13392857142857142,0.125,0.125,0.125
lateralorbitofrontal-lh,0.11764705882352941,0.12605042016806722,0.12605042016806722,0.12605042016806722,0.12605042016806722,0.12605042016806722,0.12605042016806722,0.12605042016806722
medialorbitofrontal-lh,0.11764705882352941,0.12605042016806722,0.12605042016806722,0.12605042016806722,0.12605042016806722,0.12605042016806722,0.12605042016806722,0.12605042016806722
medialorbitofrontal-rh,0.11538461538461539,0.125,0.125,0.125,0.1346153846153846,0.125,0.125,0.125
rostralanteriorcingulate-lh,0.11764705882352941,0.12605042016806722,0.12605042016806722,0.12605042016806722,0.12605042016806722,0.12605042016806722,0.12605042016806722,0.12605042016806722
rostralanteriorcingulate-rh,0.11764705882352941,0.12605042016806722,0.12605042016806722,0.12605042016806722,0.12605042016806722,0.12605042016806722,0.12605042016806722,0.12605042016806722
rostralmiddlefrontal-lh,0.11607142857142858,0.125,0.125,0.125,0.13392857142857142,0.125,0.125,0.125
