,entorhinal-lh,entorhinal-rh,fusiform-rh,lateralorbitofrontal-rh,medialorbitofrontal-rh,parahippocampal-rh,parsorbitalis-rh,temporalpole-lh
entorhinal-lh,0.41025641025641024,0.0,0.0,0.20512820512820512,0.0,0.07692307692307693,0.0,0.3076923076923077
entorhinal-rh,0.0,0.3684210526315789,0.19298245614035087,0.017543859649122806,0.0,0.15789473684210525,0.2631578947368421,0.0
fusiform-rh,0.0,0.14893617021276595,0.40425531914893614,0.02127659574468085,0.10638297872340426,0.0,0.2553191489361702,0.06382978723404255
lateralorbitofrontal-rh,0.13043478260869565,0.06521739130434782,0.043478260869565216,0.3695652173913043,0.043478260869565216,0.21739130434782608,0.0,0.13043478260869565
medialorbitofrontal-rh,0.0,0.0,0.2,0.05,0.75,0.0,0.0,0.0
parahippocampal-rh,0.02127659574468085,0.2765957446808511,0.06382978723404255,0.1276595744680851,0.0,0.3617021276595745,0.14893617021276595,0.0
parsorbitalis-rh,0.0,0.23404255319148937,0.3404255319148936,0.0,0.0,0.06382978723404255,0.3404255319148936,0.02127659574468085
temporalpole-lh,0.34782608695652173,0.0,0.0,0.21739130434782608,0.0,0.021739130434782608,0.0,0.41304347826086957
